word,pos,tag,desc
sinister,NOUN,NN,"noun, common, singular or mass"
burr,NOUN,NN,"noun, common, singular or mass"
arteries,NOUN,NNS,"noun, common, plural"
chaser,NOUN,NN,"noun, common, singular or mass"
formations,NOUN,NNS,"noun, common, plural"
vantage,NOUN,NN,"noun, common, singular or mass"
texans,NOUN,NNS,"noun, common, plural"
diffuse,NOUN,NN,"noun, common, singular or mass"
boredom,NOUN,NN,"noun, common, singular or mass"
overdrive,ADJ,JJ,"adjective or numeral, ordinal"
helpless,ADJ,JJ,"adjective or numeral, ordinal"
depletion,NOUN,NN,"noun, common, singular or mass"
neonatal,ADJ,JJ,"adjective or numeral, ordinal"
spades,VERB,VBZ,"verb, present tense, 3rd person singular"
slug,VERB,VB,"verb, base form"
visionary,ADJ,JJ,"adjective or numeral, ordinal"
coffin,NOUN,NN,"noun, common, singular or mass"
otter,ADJ,JJ,"adjective or numeral, ordinal"
golfers,NOUN,NNS,"noun, common, plural"
lira,NOUN,NN,"noun, common, singular or mass"
earns,VERB,VBZ,"verb, present tense, 3rd person singular"
amplified,VERB,VBN,"verb, past participle"
recess,NOUN,NN,"noun, common, singular or mass"
dispersed,VERB,VBN,"verb, past participle"
shouted,VERB,VBD,"verb, past tense"
clippers,NOUN,NNS,"noun, common, plural"
shilling,VERB,VBG,"verb, present participle or gerund"
resemble,VERB,VB,"verb, base form"
spirited,VERB,VBN,"verb, past participle"
carbonate,NOUN,NN,"noun, common, singular or mass"
discriminate,VERB,VB,"verb, base form"
stared,VERB,VBD,"verb, past tense"
recharge,VERB,VB,"verb, base form"
crocodile,NOUN,NN,"noun, common, singular or mass"
ratification,NOUN,NN,"noun, common, singular or mass"
ribosomal,ADJ,JJ,"adjective or numeral, ordinal"
vases,NOUN,NNS,"noun, common, plural"
filmmakers,NOUN,NNS,"noun, common, plural"
transnational,ADJ,JJ,"adjective or numeral, ordinal"
advises,VERB,VBZ,"verb, present tense, 3rd person singular"
coward,ADJ,JJ,"adjective or numeral, ordinal"
spokesperson,NOUN,NN,"noun, common, singular or mass"
teamed,VERB,VBN,"verb, past participle"
preset,VERB,VB,"verb, base form"
inequalities,NOUN,NNS,"noun, common, plural"
jams,NOUN,NNS,"noun, common, plural"
pancreatic,ADJ,JJ,"adjective or numeral, ordinal"
dyes,NOUN,NNS,"noun, common, plural"
turbulence,NOUN,NN,"noun, common, singular or mass"
yell,VERB,VB,"verb, base form"
fins,NOUN,NNS,"noun, common, plural"
underwriting,NOUN,NN,"noun, common, singular or mass"
dresser,NOUN,NN,"noun, common, singular or mass"
rake,VERB,VB,"verb, base form"
ornamental,ADJ,JJ,"adjective or numeral, ordinal"
riches,NOUN,NNS,"noun, common, plural"
resign,VERB,VB,"verb, base form"
collectable,ADJ,JJ,"adjective or numeral, ordinal"
ramps,NOUN,NNS,"noun, common, plural"
tackles,NOUN,NNS,"noun, common, plural"
injunction,NOUN,NN,"noun, common, singular or mass"
intervene,VERB,VB,"verb, base form"
poised,VERB,VBN,"verb, past participle"
barking,VERB,VBG,"verb, present participle or gerund"
dread,NOUN,NN,"noun, common, singular or mass"
catchment,NOUN,NN,"noun, common, singular or mass"
tactic,NOUN,NN,"noun, common, singular or mass"
partitioning,VERB,VBG,"verb, present participle or gerund"
handwriting,NOUN,NN,"noun, common, singular or mass"
serpent,ADJ,JJ,"adjective or numeral, ordinal"
tapped,VERB,VBN,"verb, past participle"
articulated,VERB,VBD,"verb, past tense"
pitched,VERB,VBN,"verb, past participle"
parentheses,VERB,VBZ,"verb, present tense, 3rd person singular"
contextual,ADJ,JJ,"adjective or numeral, ordinal"
wisely,ADV,RB,adverb
accustomed,VERB,VBN,"verb, past participle"
steaks,VERB,VBZ,"verb, present tense, 3rd person singular"
playhouse,NOUN,NN,"noun, common, singular or mass"
superficial,ADJ,JJ,"adjective or numeral, ordinal"
toxins,NOUN,NNS,"noun, common, plural"
suns,NOUN,NNS,"noun, common, plural"
casts,VERB,VBZ,"verb, present tense, 3rd person singular"
bunk,NOUN,NN,"noun, common, singular or mass"
cryptography,ADJ,JJ,"adjective or numeral, ordinal"
stab,NOUN,NN,"noun, common, singular or mass"
sanction,NOUN,NN,"noun, common, singular or mass"
dyer,NOUN,NN,"noun, common, singular or mass"
effected,VERB,VBN,"verb, past participle"
signalling,VERB,VBG,"verb, present participle or gerund"
daycare,NOUN,NN,"noun, common, singular or mass"
tubular,ADJ,JJ,"adjective or numeral, ordinal"
ode,NOUN,NN,"noun, common, singular or mass"
avoids,VERB,VBZ,"verb, present tense, 3rd person singular"
ultrasonic,ADJ,JJ,"adjective or numeral, ordinal"
evidenced,VERB,VBN,"verb, past participle"
larvae,ADJ,JJ,"adjective or numeral, ordinal"
dyke,VERB,VBD,"verb, past tense"
intergovernmental,ADJ,JJ,"adjective or numeral, ordinal"
paranoid,ADJ,JJ,"adjective or numeral, ordinal"
kernels,NOUN,NNS,"noun, common, plural"
chilean,NOUN,NN,"noun, common, singular or mass"
qualifier,ADV,RBR,"adverb, comparative"
manipulated,VERB,VBN,"verb, past participle"
alleviate,VERB,VB,"verb, base form"
fungal,ADJ,JJ,"adjective or numeral, ordinal"
ligand,VERB,VB,"verb, base form"
seam,NOUN,NN,"noun, common, singular or mass"
riddle,NOUN,NN,"noun, common, singular or mass"
coastline,NOUN,NN,"noun, common, singular or mass"
comedies,NOUN,NNS,"noun, common, plural"
fainter,VERB,VB,"verb, base form"
omit,ADJ,JJ,"adjective or numeral, ordinal"
respectful,ADJ,JJ,"adjective or numeral, ordinal"
flamingo,NOUN,NN,"noun, common, singular or mass"
cabaret,NOUN,NN,"noun, common, singular or mass"
deformation,NOUN,NN,"noun, common, singular or mass"
recession,NOUN,NN,"noun, common, singular or mass"
assembler,NOUN,NN,"noun, common, singular or mass"
awaited,VERB,VBD,"verb, past tense"
renovations,NOUN,NNS,"noun, common, plural"
nozzle,NOUN,NN,"noun, common, singular or mass"
externally,ADV,RB,adverb
needy,ADJ,JJ,"adjective or numeral, ordinal"
broadcasters,NOUN,NNS,"noun, common, plural"
employability,NOUN,NN,"noun, common, singular or mass"
wheeled,VERB,VBN,"verb, past participle"
booksellers,NOUN,NNS,"noun, common, plural"
noodles,NOUN,NNS,"noun, common, plural"
darn,VERB,VB,"verb, base form"
diners,NOUN,NNS,"noun, common, plural"
greeks,NOUN,NNS,"noun, common, plural"
retardation,NOUN,NN,"noun, common, singular or mass"
supervising,VERB,VBG,"verb, present participle or gerund"
reich,NOUN,NN,"noun, common, singular or mass"
weary,ADJ,JJ,"adjective or numeral, ordinal"
solitary,ADJ,JJ,"adjective or numeral, ordinal"
moo,NOUN,NN,"noun, common, singular or mass"
photographed,VERB,VBN,"verb, past participle"
tweed,VERB,VB,"verb, base form"
snowy,VERB,VBG,"verb, present participle or gerund"
pianist,NOUN,NN,"noun, common, singular or mass"
acapulco,NOUN,NN,"noun, common, singular or mass"
surrounds,VERB,VBZ,"verb, present tense, 3rd person singular"
knocking,VERB,VBG,"verb, present participle or gerund"
cosmopolitan,ADJ,JJ,"adjective or numeral, ordinal"
magistrate,VERB,VB,"verb, base form"
everlasting,ADJ,JJ,"adjective or numeral, ordinal"
pigment,NOUN,NN,"noun, common, singular or mass"
faction,NOUN,NN,"noun, common, singular or mass"
endocrine,VERB,VB,"verb, base form"
genie,NOUN,NN,"noun, common, singular or mass"
ammo,NOUN,NN,"noun, common, singular or mass"
chars,NOUN,NNS,"noun, common, plural"
utilisation,NOUN,NN,"noun, common, singular or mass"
rulings,NOUN,NNS,"noun, common, plural"
handel,NOUN,NN,"noun, common, singular or mass"
geophysics,NOUN,NNS,"noun, common, plural"
microscopic,ADJ,JJ,"adjective or numeral, ordinal"
clarified,VERB,VBN,"verb, past participle"
coherence,NOUN,NN,"noun, common, singular or mass"
slater,NOUN,NN,"noun, common, singular or mass"
broccoli,NOUN,NNS,"noun, common, plural"
sensations,NOUN,NNS,"noun, common, plural"
orphan,NOUN,NN,"noun, common, singular or mass"
conferred,VERB,VBN,"verb, past participle"
disturbances,NOUN,NNS,"noun, common, plural"
chandelier,NOUN,NN,"noun, common, singular or mass"
linker,NOUN,NN,"noun, common, singular or mass"
embryonic,ADJ,JJ,"adjective or numeral, ordinal"
carver,NOUN,NN,"noun, common, singular or mass"
graceful,ADJ,JJ,"adjective or numeral, ordinal"
intercept,VERB,VB,"verb, base form"
shellfish,VERB,VB,"verb, base form"
shouts,VERB,VBZ,"verb, present tense, 3rd person singular"
ascertain,NOUN,NN,"noun, common, singular or mass"
veto,NOUN,NN,"noun, common, singular or mass"
trajectory,NOUN,NN,"noun, common, singular or mass"
epsilon,NOUN,NN,"noun, common, singular or mass"
exhaustive,ADJ,JJ,"adjective or numeral, ordinal"
annoyed,ADJ,JJ,"adjective or numeral, ordinal"
bureaucracy,NOUN,NN,"noun, common, singular or mass"
astrophysics,NOUN,NNS,"noun, common, plural"
stalls,NOUN,NNS,"noun, common, plural"
fined,VERB,VBN,"verb, past participle"
hansard,NOUN,NN,"noun, common, singular or mass"
inward,ADV,RB,adverb
reflector,NOUN,NN,"noun, common, singular or mass"
greeted,VERB,VBN,"verb, past participle"
defenses,VERB,VBZ,"verb, present tense, 3rd person singular"
meaningless,ADJ,JJ,"adjective or numeral, ordinal"
authorisation,NOUN,NN,"noun, common, singular or mass"
clam,NOUN,NNS,"noun, common, plural"
vampires,VERB,VBZ,"verb, present tense, 3rd person singular"
relocate,VERB,VB,"verb, base form"
nerd,NOUN,NN,"noun, common, singular or mass"
negligible,ADJ,JJ,"adjective or numeral, ordinal"
starch,NOUN,NN,"noun, common, singular or mass"
godfather,INTJ,UH,interjection
apron,NOUN,NN,"noun, common, singular or mass"
glazing,VERB,VBG,"verb, present participle or gerund"
guts,NOUN,NNS,"noun, common, plural"
pragmatic,ADJ,JJ,"adjective or numeral, ordinal"
tyranny,NOUN,NN,"noun, common, singular or mass"
provisioning,VERB,VBG,"verb, present participle or gerund"
warehouses,NOUN,NNS,"noun, common, plural"
regimen,NOUN,NN,"noun, common, singular or mass"
expandable,ADJ,JJ,"adjective or numeral, ordinal"
fluffy,ADJ,JJ,"adjective or numeral, ordinal"
slender,ADJ,JJR,"adjective, comparative"
bender,VERB,VB,"verb, base form"
reliably,ADV,RB,adverb
aides,NOUN,NNS,"noun, common, plural"
absorbing,VERB,VBG,"verb, present participle or gerund"
cherries,NOUN,NNS,"noun, common, plural"
distinguishing,VERB,VBG,"verb, present participle or gerund"
ventricular,ADJ,JJ,"adjective or numeral, ordinal"
glazed,VERB,VBN,"verb, past participle"
dashed,VERB,VBN,"verb, past participle"
libyan,ADJ,JJ,"adjective or numeral, ordinal"
distressed,ADJ,JJ,"adjective or numeral, ordinal"
bans,NOUN,NNS,"noun, common, plural"
shouting,VERB,VBG,"verb, present participle or gerund"
bullock,VERB,VB,"verb, base form"
villagers,NOUN,NNS,"noun, common, plural"
transferable,ADJ,JJ,"adjective or numeral, ordinal"
yummy,ADJ,JJ,"adjective or numeral, ordinal"
acknowledgments,NOUN,NNS,"noun, common, plural"
mermaid,VERB,VBD,"verb, past tense"
buds,NOUN,NNS,"noun, common, plural"
concordance,NOUN,NN,"noun, common, singular or mass"
sexes,NOUN,NNS,"noun, common, plural"
wilder,VERB,VB,"verb, base form"
sire,NOUN,NN,"noun, common, singular or mass"
centred,VERB,VBN,"verb, past participle"
confinement,NOUN,NN,"noun, common, singular or mass"
islanders,NOUN,NNS,"noun, common, plural"
ding,VERB,VBG,"verb, present participle or gerund"
uncover,VERB,VB,"verb, base form"
contested,VERB,VBN,"verb, past participle"
coma,NOUN,NN,"noun, common, singular or mass"
husky,ADJ,JJ,"adjective or numeral, ordinal"
conserve,VERB,VB,"verb, base form"
bland,ADJ,JJ,"adjective or numeral, ordinal"
electrodes,NOUN,NNS,"noun, common, plural"
abatement,NOUN,NN,"noun, common, singular or mass"
originator,NOUN,NN,"noun, common, singular or mass"
whipping,VERB,VBG,"verb, present participle or gerund"
skipping,VERB,VBG,"verb, present participle or gerund"
melanoma,NOUN,NN,"noun, common, singular or mass"
thug,NOUN,NN,"noun, common, singular or mass"
routed,VERB,VBD,"verb, past tense"
missionaries,NOUN,NNS,"noun, common, plural"
householder,NOUN,NN,"noun, common, singular or mass"
plotting,VERB,VBG,"verb, present participle or gerund"
succeeding,VERB,VBG,"verb, present participle or gerund"
shaver,NOUN,NN,"noun, common, singular or mass"
fibrosis,NOUN,NNS,"noun, common, plural"
sails,NOUN,NNS,"noun, common, plural"
hummingbird,ADJ,JJ,"adjective or numeral, ordinal"
overlook,VERB,VB,"verb, base form"
ported,VERB,VBN,"verb, past participle"
robes,NOUN,NNS,"noun, common, plural"
sham,ADV,RB,adverb
fungus,NOUN,NN,"noun, common, singular or mass"
astonishing,ADJ,JJ,"adjective or numeral, ordinal"
polyethylene,NOUN,NN,"noun, common, singular or mass"
graveyard,NOUN,NN,"noun, common, singular or mass"
chunks,VERB,VBZ,"verb, present tense, 3rd person singular"
revert,ADJ,JJ,"adjective or numeral, ordinal"
ignores,VERB,VBZ,"verb, present tense, 3rd person singular"
parametric,ADJ,JJ,"adjective or numeral, ordinal"
popping,VERB,VBG,"verb, present participle or gerund"
captains,NOUN,NNS,"noun, common, plural"
loaf,NOUN,NNS,"noun, common, plural"
awarding,VERB,VBG,"verb, present participle or gerund"
pandora,NOUN,NN,"noun, common, singular or mass"
skid,VERB,VBD,"verb, past tense"
eyeglasses,NOUN,NNS,"noun, common, plural"
formulations,NOUN,NNS,"noun, common, plural"
abel,NOUN,NN,"noun, common, singular or mass"
enigma,VERB,VB,"verb, base form"
glands,NOUN,NNS,"noun, common, plural"
parenthood,NOUN,NN,"noun, common, singular or mass"
militant,ADJ,JJ,"adjective or numeral, ordinal"
artworks,NOUN,NNS,"noun, common, plural"
jug,NOUN,NN,"noun, common, singular or mass"
inferno,NOUN,NN,"noun, common, singular or mass"
arenas,NOUN,NNS,"noun, common, plural"
torrents,NOUN,NNS,"noun, common, plural"
compressors,NOUN,NNS,"noun, common, plural"
outset,VERB,VB,"verb, base form"
confuse,VERB,VB,"verb, base form"
attaching,VERB,VBG,"verb, present participle or gerund"
adept,ADJ,JJ,"adjective or numeral, ordinal"
lounges,NOUN,NNS,"noun, common, plural"
doubtful,ADJ,JJ,"adjective or numeral, ordinal"
consultative,ADJ,JJ,"adjective or numeral, ordinal"
ratified,VERB,VBD,"verb, past tense"
insecure,ADJ,JJ,"adjective or numeral, ordinal"
explosions,NOUN,NNS,"noun, common, plural"
conveyor,NOUN,NN,"noun, common, singular or mass"
normative,ADJ,JJ,"adjective or numeral, ordinal"
trunks,NOUN,NNS,"noun, common, plural"
versatility,NOUN,NN,"noun, common, singular or mass"
intricate,ADJ,JJ,"adjective or numeral, ordinal"
strata,ADJ,JJ,"adjective or numeral, ordinal"
solver,ADV,RB,adverb
solvents,NOUN,NNS,"noun, common, plural"
depository,NOUN,NN,"noun, common, singular or mass"
proclamation,NOUN,NN,"noun, common, singular or mass"
beauties,NOUN,NNS,"noun, common, plural"
hybrids,NOUN,NNS,"noun, common, plural"
creams,VERB,VBZ,"verb, present tense, 3rd person singular"
irrespective,ADV,RB,adverb
handbooks,NOUN,NNS,"noun, common, plural"
imposition,NOUN,NN,"noun, common, singular or mass"
ensured,VERB,VBN,"verb, past participle"
kidnapped,VERB,VBN,"verb, past participle"
cereals,NOUN,NNS,"noun, common, plural"
outrage,NOUN,NN,"noun, common, singular or mass"
poop,NOUN,NN,"noun, common, singular or mass"
scrubs,NOUN,NNS,"noun, common, plural"
orchestral,ADJ,JJ,"adjective or numeral, ordinal"
dripping,ADJ,JJ,"adjective or numeral, ordinal"
afterward,ADV,RB,adverb
disseminate,VERB,VB,"verb, base form"
devote,VERB,VB,"verb, base form"
facets,NOUN,NNS,"noun, common, plural"
frightened,VERB,VBD,"verb, past tense"
noises,VERB,VBZ,"verb, present tense, 3rd person singular"
ambiguity,NOUN,NN,"noun, common, singular or mass"
booths,NOUN,NNS,"noun, common, plural"
discourage,VERB,VB,"verb, base form"
elusive,ADJ,JJ,"adjective or numeral, ordinal"
speculative,ADJ,JJ,"adjective or numeral, ordinal"
madeira,NOUN,NN,"noun, common, singular or mass"
coasters,NOUN,NNS,"noun, common, plural"
intimacy,NOUN,NN,"noun, common, singular or mass"
geologic,ADJ,JJ,"adjective or numeral, ordinal"
hallway,INTJ,UH,interjection
whey,NOUN,NN,"noun, common, singular or mass"
ripping,VERB,VBG,"verb, present participle or gerund"
replicas,NOUN,NNS,"noun, common, plural"
polygon,NOUN,NN,"noun, common, singular or mass"
hob,VERB,VBZ,"verb, present tense, 3rd person singular"
reloaded,VERB,VBN,"verb, past participle"
ester,NOUN,NN,"noun, common, singular or mass"
thriving,VERB,VBG,"verb, present participle or gerund"
hampers,NOUN,NNS,"noun, common, plural"
gracious,ADJ,JJ,"adjective or numeral, ordinal"
snail,VERB,VB,"verb, base form"
curator,NOUN,NN,"noun, common, singular or mass"
curt,VERB,VB,"verb, base form"
demise,NOUN,NN,"noun, common, singular or mass"
theoretically,ADV,RB,adverb
grooves,VERB,VBZ,"verb, present tense, 3rd person singular"
mower,NOUN,NN,"noun, common, singular or mass"
conveyed,VERB,VBD,"verb, past tense"
swine,VERB,VB,"verb, base form"
faxing,VERB,VBG,"verb, present participle or gerund"
typographical,ADJ,JJ,"adjective or numeral, ordinal"
ado,VERB,VBP,"verb, present tense, not 3rd person singular"
trophies,NOUN,NNS,"noun, common, plural"
quicken,VERB,VBN,"verb, past participle"
stressful,ADJ,JJ,"adjective or numeral, ordinal"
heron,NOUN,NN,"noun, common, singular or mass"
remastered,VERB,VBN,"verb, past participle"
graft,NOUN,NN,"noun, common, singular or mass"
moth,NOUN,NN,"noun, common, singular or mass"
crossings,NOUN,NNS,"noun, common, plural"
derrick,NOUN,NN,"noun, common, singular or mass"
mash,NOUN,NN,"noun, common, singular or mass"
germ,NOUN,NN,"noun, common, singular or mass"
envoy,NOUN,NN,"noun, common, singular or mass"
pug,NOUN,NNS,"noun, common, plural"
resembles,VERB,VBZ,"verb, present tense, 3rd person singular"
stencil,NOUN,NN,"noun, common, singular or mass"
doorway,NOUN,NN,"noun, common, singular or mass"
scifi,NOUN,NN,"noun, common, singular or mass"
grandson,NOUN,NN,"noun, common, singular or mass"
tat,NOUN,NN,"noun, common, singular or mass"
redirection,NOUN,NN,"noun, common, singular or mass"
accompaniment,NOUN,NN,"noun, common, singular or mass"
derivation,NOUN,NN,"noun, common, singular or mass"
showcases,VERB,VBZ,"verb, present tense, 3rd person singular"
warden,VERB,VBD,"verb, past tense"
tug,NOUN,NN,"noun, common, singular or mass"
refinery,NOUN,NN,"noun, common, singular or mass"
clans,VERB,VBZ,"verb, present tense, 3rd person singular"
instituted,VERB,VBD,"verb, past tense"
notary,ADJ,JJ,"adjective or numeral, ordinal"
abort,ADJ,JJ,"adjective or numeral, ordinal"
indent,NOUN,NN,"noun, common, singular or mass"
sociological,ADJ,JJ,"adjective or numeral, ordinal"
removals,NOUN,NNS,"noun, common, plural"
offending,VERB,VBG,"verb, present participle or gerund"
forgetting,VERB,VBG,"verb, present participle or gerund"
accelerating,VERB,VBG,"verb, present participle or gerund"
reservoirs,NOUN,NNS,"noun, common, plural"
edged,VERB,VBN,"verb, past participle"
insiders,NOUN,NNS,"noun, common, plural"
encompass,NOUN,NN,"noun, common, singular or mass"
duvet,NOUN,NN,"noun, common, singular or mass"
spade,NOUN,NN,"noun, common, singular or mass"
glare,ADJ,JJ,"adjective or numeral, ordinal"
metaphysical,ADJ,JJ,"adjective or numeral, ordinal"
decode,ADJ,JJ,"adjective or numeral, ordinal"
looney,NOUN,NN,"noun, common, singular or mass"
insignificant,ADJ,JJ,"adjective or numeral, ordinal"
exchanging,VERB,VBG,"verb, present participle or gerund"
